ID_Karyawan,nama_karyawan,departemen_karyawan,jabatan_karyawan,gaji_karyawan
a2ef51ad-4478-411d-b820-24f6041c8a01,Margaret Hardy,Manufacturing systems engineer,"Programmer, multimedia",3337.77
1dce55dd-c6fa-409a-bcd7-072f165a82de,Kim Miller,"Runner, broadcasting/film/video",TEFL teacher,4338.59
efa4d417-276a-4dca-98e0-a1e8f232f039,Elizabeth Patel,Electronics engineer,Astronomer,3533.25
10a3ffa3-f5fe-415a-873a-951608808d35,Amy Fisher,Armed forces training and education officer,Site engineer,5049.28
73a551e0-2391-4003-8838-62e932f0fa90,David Green,"Scientist, forensic",Location manager,7395.86
58208db2-22ce-419a-a03a-9014c4c169b1,Joshua Miller DDS,Glass blower/designer,Mechanical engineer,5512.84
52d1cbbd-2569-445d-941f-f656aa5c0bc0,Laura Stein,Osteopath,Youth worker,3871.82
91a4bb3f-a5d9-4954-8db8-48529a8f5b5e,Linda Jones,Arts administrator,Automotive engineer,5370.92
7f0c264e-7742-444b-8825-492ca798197d,Patrick Ward,Land,Architectural technologist,8303.85
29938545-62f1-4d2f-90ba-2d774afa3cb4,Shelly Foley,Patent attorney,Multimedia specialist,6846.96
7d8ccf05-8cc0-4ea4-9907-78ef716ef083,Kenneth Taylor,Electronics engineer,Arts administrator,3923.93
3a9fdc60-e48c-4d25-8e1c-70859b61c3da,Anna Chung,Chartered public finance accountant,Chemical engineer,3657.88
bf1e8f41-8054-406a-8db8-cefa2e2531bf,Jennifer Potts,Health physicist,Magazine journalist,4125.67
2248ed1e-9e67-48aa-b1c5-cd844e1d24db,Christopher Parrish,Housing manager/officer,Research scientist (physical sciences),5460.57
be95b9e1-b551-43ab-afaf-e664f10d22c1,Joanna Young,Higher education lecturer,Early years teacher,3158.18
2a0a4bdd-d0d9-414f-b09d-fab855cbc0cb,Kimberly Washington,"Scientist, research (physical sciences)","Accountant, chartered public finance",8384.17
b849eb56-9fb5-4ec3-8d75-bd6deebae646,Jody Wright,"Buyer, retail",Camera operator,8805.98
d93e1c67-10b2-411d-b186-f2bb2eb3e960,Charles Nixon,Audiological scientist,Barista,5286.44
b2e3e645-8457-4d1b-9cf8-872589ee98a9,Jessica Walker,Regulatory affairs officer,Horticultural therapist,6710.91
6eab672b-6e4a-4a30-a348-b84d9ee6aa30,Tammy Schmidt,"Buyer, industrial",Building surveyor,8408.32
8e57e129-7163-44f9-be71-c88116fcf8f5,Terry Parker,Counselling psychologist,Software engineer,4282.83
a59ddba9-acab-4816-af0d-e33178eb9a8a,Susan Khan,Metallurgist,Building services engineer,4844.33
1725caca-e249-4c5d-b3cf-83362956f924,Michael Mendoza,Media buyer,Comptroller,6463.32
8a905de7-3726-417a-b873-9e8cce1eaed7,Alyssa Rojas,Ergonomist,Bonds trader,9463.86
72f1a783-98d0-4962-8787-c3086355a40c,Dr. Cynthia Eaton,Chief Financial Officer,"Scientist, clinical (histocompatibility and immunogenetics)",9304.62
9e70b9c2-1cbf-4177-a2c2-548f95e9f6d4,Lonnie Atkinson,Pharmacologist,Gaffer,6788.44
24748322-cc52-4ceb-9548-54031bcf3692,Joseph Hughes,Intelligence analyst,Agricultural consultant,3098.45
a72e5dc9-ef6d-4e95-9a6d-b5ba1dfaf8d8,Mary Wilson,Office manager,Chartered loss adjuster,6318.89
b3d90163-f59f-4ea5-acbc-0610f7665f8b,William Williams,Occupational hygienist,"Designer, fashion/clothing",4238.92
f14b7f98-d4db-4e6b-845a-d318e399f7b1,Joshua Graham,"Scientist, audiological","Pharmacist, community",9117.53
1f3548da-f639-43c5-bdca-fe64a7857090,Joshua Lee,"Journalist, broadcasting","Designer, multimedia",3797.36
dcb1e96f-5a7a-423a-af4c-b04ebe5a5cb9,Joshua Lewis,Sports coach,Media planner,5225.36
2e540821-0170-459d-9c37-8e65d1ef6ebb,Jessica Coleman,Equities trader,Community education officer,5442.16
00cf756a-0783-4b67-ad7e-3642826b3436,Jason Douglas,Stage manager,Air traffic controller,9985.28
804cb736-c4fd-4f8f-bf8b-5eed4fe7258a,Rebekah Alvarez,"Civil engineer, contracting",Hospital pharmacist,4248.01
